Article,Expiry Date,Qty,Value,Inventory Report Date
OFF-FA-10002780,6/13/2024,0,0,5/31/2024
OFF-FA-10002780,6/30/2027,0,0,5/31/2024
OFF-FA-10002780,6/13/2027,0,0,5/31/2024
OFF-FA-10002780,6/14/2027,0,0,5/31/2024
OFF-FA-10002780,6/14/2026,0,0,5/31/2024
OFF-FA-10002780,6/14/2024,0,0,5/31/2024
OFF-FA-10002780,6/14/2025,0,0,5/31/2024
OFF-FA-10002780,6/30/2025,0,0,5/31/2024
OFF-FA-10002780,6/15/2026,0,0,5/31/2024
OFF-FA-10002780,6/18/2027,0,0,5/31/2024
OFF-FA-10002780,6/18/2024,0,0,5/31/2024
OFF-FA-10002780,9/30/2024,0,0,5/31/2024
OFF-FA-10002780,9/30/2025,0,0,5/31/2024
OFF-PA-10001804,10/30/2026,37,80.24,5/31/2024
OFF-PA-10001804,3/30/2027,34,73.73,5/31/2024
OFF-PA-10001804,12/30/2024,1,2.17,5/31/2024
OFF-PA-10001804,10/30/2026,0,0,5/31/2024
OFF-PA-10001804,8/30/2025,2,4.34,5/31/2024
OFF-PA-10001804,5/30/2024,0,0,5/31/2024
OFF-PA-10001804,5/30/2027,0,0,5/31/2024
OFF-PA-10001804,10/30/2024,0,0,5/31/2024
OFF-PA-10001804,5/30/2026,0,0,5/31/2024
OFF-PA-10001804,5/30/2026,0,0,5/31/2024
OFF-PA-10001804,5/30/2026,0,0,5/31/2024
OFF-PA-10001804,5/30/2027,0,0,5/31/2024
OFF-PA-10001804,5/30/2027,0,0,5/31/2024
OFF-PA-10001804,5/30/2026,0,0,5/31/2024
OFF-PA-10001804,5/30/2027,0,0,5/31/2024
OFF-PA-10001804,5/30/2025,0,0,5/31/2024
OFF-PA-10001804,5/30/2025,0,0,5/31/2024
OFF-PA-10001804,5/30/2025,0,0,5/31/2024
OFF-PA-10001804,5/30/2025,0,0,5/31/2024
OFF-PA-10001804,5/30/2024,0,0,5/31/2024
OFF-PA-10001804,5/30/2025,0,0,5/31/2024
OFF-PA-10001804,5/30/2027,0,0,5/31/2024
OFF-PA-10001804,5/30/2027,0,0,5/31/2024
OFF-PA-10001804,5/30/2027,0,0,5/31/2024
OFF-PA-10001804,5/30/2024,0,0,5/31/2024
OFF-PA-10001804,5/30/2026,0,0,5/31/2024
OFF-PA-10001804,5/30/2026,0,0,5/31/2024
OFF-PA-10001804,5/3/2027,0,0,5/31/2024
OFF-PA-10001804,5/3/2026,0,0,5/31/2024
OFF-PA-10001804,5/3/2024,0,0,5/31/2024
OFF-PA-10001804,5/30/2027,0,0,5/31/2024
OFF-PA-10001804,5/30/2026,0,0,5/31/2024
OFF-PA-10001804,5/30/2027,0,0,5/31/2024
OFF-PA-10001804,5/30/2026,0,0,5/31/2024
OFF-PA-10001804,5/6/2026,0,0,5/31/2024
OFF-PA-10001804,5/6/2026,0,0,5/31/2024
OFF-PA-10001804,5/30/2024,0,0,5/31/2024
OFF-PA-10001804,5/8/2027,0,0,5/31/2024
OFF-PA-10001804,5/8/2024,0,0,5/31/2024
OFF-PA-10001804,5/8/2025,0,0,5/31/2024
OFF-PA-10001804,5/30/2025,0,0,5/31/2024
OFF-PA-10001804,5/30/2024,0,0,5/31/2024
OFF-PA-10001804,6/30/2024,0,0,5/31/2024
OFF-PA-10001804,5/30/2025,0,0,5/31/2024
OFF-PA-10001804,5/30/2024,0,0,5/31/2024
OFF-PA-10001804,5/30/2024,0,0,5/31/2024
OFF-PA-10001804,5/30/2025,0,0,5/31/2024
OFF-PA-10001804,5/17/2027,0,0,5/31/2024
OFF-PA-10001804,5/18/2027,0,0,5/31/2024
OFF-PA-10001804,5/30/2025,0,0,5/31/2024
OFF-PA-10001804,5/20/2024,0,0,5/31/2024
OFF-PA-10001804,5/21/2027,0,0,5/31/2024
OFF-PA-10001804,5/21/2026,0,0,5/31/2024
OFF-PA-10001804,5/22/2026,0,0,5/31/2024
OFF-PA-10001804,5/22/2024,0,0,5/31/2024
OFF-PA-10001804,5/24/2027,0,0,5/31/2024
OFF-PA-10001804,6/30/2025,0,0,5/31/2024
OFF-PA-10001804,5/24/2025,0,0,5/31/2024
OFF-PA-10001804,5/24/2025,0,0,5/31/2024
OFF-PA-10001804,6/30/2024,0,0,5/31/2024
OFF-PA-10001804,5/27/2026,0,0,5/31/2024
OFF-PA-10001804,5/27/2027,0,0,5/31/2024
OFF-PA-10001804,5/28/2024,0,0,5/31/2024
OFF-PA-10001804,5/28/2026,0,0,5/31/2024
OFF-PA-10001804,6/30/2026,0,0,5/31/2024
OFF-PA-10001804,5/30/2027,0,0,5/31/2024
OFF-PA-10001804,5/30/2026,0,0,5/31/2024
OFF-PA-10001804,6/3/2027,0,0,5/31/2024
OFF-PA-10001804,6/5/2024,0,0,5/31/2024
OFF-PA-10001804,6/5/2025,0,0,5/31/2024
OFF-PA-10001804,6/6/2026,0,0,5/31/2024
OFF-PA-10001804,6/7/2027,0,0,5/31/2024
OFF-PA-10001804,6/8/2027,0,0,5/31/2024
OFF-PA-10001804,6/30/2027,0,0,5/31/2024
OFF-PA-10001804,6/11/2026,0,0,5/31/2024
OFF-PA-10001804,6/30/2025,0,0,5/31/2024
OFF-PA-10001804,6/30/2025,0,0,5/31/2024
OFF-PA-10001804,6/14/2026,0,0,5/31/2024
OFF-PA-10001804,6/15/2025,0,0,5/31/2024
OFF-PA-10001804,6/15/2025,0,0,5/31/2024
OFF-PA-10001804,6/15/2026,0,0,5/31/2024
OFF-PA-10001736,10/30/2025,8,19.2,5/31/2024
OFF-PA-10001736,3/30/2026,0,0,5/31/2024
OFF-PA-10001736,10/30/2025,1,2.4,5/31/2024
OFF-PA-10001736,7/30/2025,12,28.8,5/31/2024
OFF-PA-10001736,7/30/2027,2,4.8,5/31/2024
OFF-PA-10001736,7/30/2027,23,55.2,5/31/2024
OFF-PA-10001736,7/30/2026,10,24,5/31/2024
OFF-PA-10001736,4/30/2026,0,0,5/31/2024
OFF-PA-10001736,9/30/2027,0,0,5/31/2024
OFF-PA-10001736,5/1/2025,0,0,5/31/2024
OFF-PA-10001736,5/2/2024,0,0,5/31/2024
OFF-PA-10001736,5/3/2025,0,0,5/31/2024
OFF-PA-10001736,5/3/2024,0,0,5/31/2024
OFF-PA-10001736,5/3/2024,0,0,5/31/2024
OFF-PA-10001736,5/3/2025,0,0,5/31/2024
OFF-PA-10001736,5/3/2026,0,0,5/31/2024
OFF-PA-10001736,5/3/2026,0,0,5/31/2024
OFF-PA-10001736,5/3/2024,0,0,5/31/2024
OFF-PA-10001736,5/3/2024,0,0,5/31/2024
OFF-PA-10001736,5/4/2024,0,0,5/31/2024
OFF-PA-10001736,5/4/2025,0,0,5/31/2024
OFF-PA-10001736,5/30/2024,0,0,5/31/2024
OFF-PA-10001736,5/30/2026,0,0,5/31/2024
OFF-PA-10001736,5/30/2025,0,0,5/31/2024
OFF-PA-10001736,9/30/2026,0,0,5/31/2024
OFF-PA-10001736,9/30/2027,0,0,5/31/2024
OFF-PA-10001736,5/6/2026,0,0,5/31/2024
OFF-PA-10001736,5/6/2026,0,0,5/31/2024
OFF-PA-10001736,5/6/2026,0,0,5/31/2024
OFF-PA-10001736,5/6/2027,0,0,5/31/2024
OFF-PA-10001736,5/6/2025,0,0,5/31/2024
OFF-PA-10001736,6/30/2025,0,0,5/31/2024
OFF-PA-10001736,5/7/2024,0,0,5/31/2024
OFF-PA-10001736,5/7/2025,0,0,5/31/2024
OFF-PA-10001736,5/7/2026,0,0,5/31/2024
OFF-PA-10001736,5/8/2027,0,0,5/31/2024
OFF-PA-10001736,5/8/2026,0,0,5/31/2024
OFF-PA-10001736,5/8/2025,0,0,5/31/2024
OFF-PA-10001736,5/9/2027,0,0,5/31/2024
OFF-PA-10001736,5/9/2027,0,0,5/31/2024
OFF-PA-10001736,5/10/2026,0,0,5/31/2024
OFF-PA-10001736,6/30/2025,0,0,5/31/2024
OFF-PA-10001736,6/30/2026,0,0,5/31/2024
OFF-PA-10001736,6/30/2026,0,0,5/31/2024
OFF-PA-10001736,5/30/2024,0,0,5/31/2024
OFF-PA-10001736,6/30/2027,0,0,5/31/2024
OFF-PA-10001736,5/13/2024,0,0,5/31/2024
OFF-PA-10001736,5/13/2026,0,0,5/31/2024
OFF-PA-10001736,6/30/2026,0,0,5/31/2024
OFF-PA-10001736,5/15/2025,0,0,5/31/2024
OFF-PA-10001736,5/16/2026,0,0,5/31/2024
OFF-PA-10001736,6/30/2027,0,0,5/31/2024
OFF-PA-10001736,6/30/2026,0,0,5/31/2024
OFF-PA-10001736,6/30/2025,0,0,5/31/2024
OFF-PA-10001736,5/17/2025,0,0,5/31/2024
OFF-PA-10001736,5/17/2027,0,0,5/31/2024
OFF-PA-10001736,5/17/2026,0,0,5/31/2024
OFF-PA-10001736,5/18/2025,0,0,5/31/2024
OFF-PA-10001736,5/18/2025,0,0,5/31/2024
OFF-PA-10001736,5/18/2024,0,0,5/31/2024
OFF-PA-10001736,5/18/2027,0,0,5/31/2024
OFF-PA-10001736,6/30/2024,0,0,5/31/2024
OFF-PA-10001736,5/20/2026,0,0,5/31/2024
OFF-PA-10001736,5/20/2026,0,0,5/31/2024
OFF-PA-10001736,5/21/2026,0,0,5/31/2024
OFF-PA-10001736,5/21/2024,0,0,5/31/2024
OFF-PA-10001736,5/21/2027,0,0,5/31/2024
OFF-PA-10001736,6/30/2027,0,0,5/31/2024
OFF-PA-10001736,5/22/2025,0,0,5/31/2024
OFF-PA-10001736,5/22/2025,0,0,5/31/2024
OFF-PA-10001736,5/22/2026,0,0,5/31/2024
OFF-PA-10001736,5/22/2025,0,0,5/31/2024
OFF-PA-10001736,6/30/2027,0,0,5/31/2024
OFF-PA-10001736,5/24/2026,0,0,5/31/2024
OFF-PA-10001736,5/24/2027,0,0,5/31/2024
OFF-PA-10001736,5/24/2027,0,0,5/31/2024
OFF-PA-10001736,5/24/2024,0,0,5/31/2024
OFF-PA-10001736,5/25/2024,0,0,5/31/2024
OFF-PA-10001736,5/25/2025,0,0,5/31/2024
OFF-PA-10001736,6/30/2024,0,0,5/31/2024
OFF-PA-10001736,5/25/2024,0,0,5/31/2024
OFF-PA-10001736,5/25/2024,0,0,5/31/2024
OFF-PA-10001736,5/25/2026,0,0,5/31/2024
OFF-PA-10001736,5/25/2027,0,0,5/31/2024
OFF-PA-10001736,5/25/2025,0,0,5/31/2024
OFF-PA-10001736,5/26/2025,0,0,5/31/2024
OFF-PA-10001736,6/30/2027,0,0,5/31/2024
OFF-PA-10001736,5/27/2025,0,0,5/31/2024
OFF-PA-10001736,6/30/2024,0,0,5/31/2024
OFF-PA-10001736,5/27/2024,0,0,5/31/2024
OFF-PA-10001736,5/27/2027,0,0,5/31/2024
OFF-PA-10001736,5/27/2027,0,0,5/31/2024
OFF-PA-10001736,5/28/2024,0,0,5/31/2024
OFF-PA-10001736,6/30/2024,0,0,5/31/2024
OFF-PA-10001736,5/30/2024,0,0,5/31/2024
OFF-PA-10001736,5/29/2027,0,0,5/31/2024
OFF-PA-10001736,5/29/2027,0,0,5/31/2024
OFF-PA-10001736,5/30/2026,0,0,5/31/2024
OFF-PA-10001736,5/30/2026,0,0,5/31/2024
OFF-PA-10001736,5/31/2026,0,0,5/31/2024
OFF-PA-10001736,6/1/2027,0,0,5/31/2024
OFF-PA-10001736,6/30/2027,0,0,5/31/2024
OFF-PA-10001736,6/3/2025,0,0,5/31/2024
OFF-PA-10001736,6/3/2026,0,0,5/31/2024
OFF-PA-10001736,6/30/2024,0,0,5/31/2024
OFF-PA-10001736,6/30/2025,0,0,5/31/2024
OFF-PA-10001736,6/4/2024,0,0,5/31/2024
OFF-PA-10001736,6/30/2025,0,0,5/31/2024
OFF-PA-10001736,1/30/2027,0,0,5/31/2024
OFF-PA-10001736,6/5/2024,0,0,5/31/2024
OFF-PA-10001736,7/30/2026,0,0,5/31/2024
OFF-PA-10001736,6/6/2027,0,0,5/31/2024
OFF-PA-10001736,6/7/2026,0,0,5/31/2024
OFF-PA-10001736,6/7/2025,0,0,5/31/2024
OFF-PA-10001736,6/8/2024,0,0,5/31/2024
OFF-PA-10001736,6/8/2024,0,0,5/31/2024
OFF-PA-10001736,6/8/2027,0,0,5/31/2024
OFF-PA-10001736,6/8/2024,0,0,5/31/2024
OFF-PA-10001736,6/8/2027,0,0,5/31/2024
OFF-PA-10001736,6/30/2027,0,0,5/31/2024
OFF-PA-10001736,6/10/2024,0,0,5/31/2024
OFF-PA-10001736,6/10/2026,0,0,5/31/2024
OFF-PA-10001736,6/12/2025,0,0,5/31/2024
OFF-PA-10001736,6/30/2026,0,0,5/31/2024
OFF-PA-10001736,6/30/2025,0,0,5/31/2024
OFF-PA-10001736,6/30/2027,0,0,5/31/2024
OFF-PA-10001736,6/13/2025,0,0,5/31/2024
OFF-PA-10001736,6/13/2027,0,0,5/31/2024
OFF-PA-10001736,6/14/2025,0,0,5/31/2024
OFF-PA-10001736,6/14/2025,0,0,5/31/2024
OFF-PA-10001736,6/15/2024,0,0,5/31/2024
OFF-PA-10001736,6/15/2026,0,0,5/31/2024
OFF-PA-10001736,6/15/2024,0,0,5/31/2024
OFF-PA-10001736,6/15/2025,0,0,5/31/2024
OFF-PA-10001736,6/15/2025,0,0,5/31/2024
OFF-PA-10001736,6/15/2025,0,0,5/31/2024
OFF-PA-10001736,6/18/2027,0,0,5/31/2024
OFF-AR-10001149,10/30/2024,491,"1,225.32",5/31/2024
OFF-AR-10001149,10/30/2026,"7,200","17,968.02",5/31/2024
OFF-AR-10001149,10/30/2025,"7,199","17,965.53",5/31/2024
OFF-AR-10001149,10/30/2027,3,7.49,5/31/2024
OFF-AR-10001149,10/30/2025,12,29.95,5/31/2024
OFF-AR-10001149,10/30/2024,1,2.5,5/31/2024
OFF-AR-10001149,10/30/2026,12,29.95,5/31/2024
OFF-AR-10001149,10/30/2027,1,2.5,5/31/2024
OFF-AR-10001149,3/30/2025,1,2.5,5/31/2024
OFF-AR-10001149,10/30/2027,10,24.96,5/31/2024
OFF-AR-10001149,2/28/2025,"6,840","17,069.62",5/31/2024
OFF-AR-10001149,2/28/2027,"6,624","16,530.58",5/31/2024
OFF-AR-10001149,2/28/2026,"6,839","17,067.12",5/31/2024
OFF-AR-10001149,2/28/2024,"6,624","16,530.58",5/31/2024
OFF-AR-10001149,5/30/2026,5,12.48,5/31/2024
OFF-AR-10001149,8/30/2027,12,29.95,5/31/2024
OFF-AR-10001149,10/30/2027,24,59.89,5/31/2024
OFF-AR-10001149,10/30/2024,24,59.89,5/31/2024
OFF-AR-10001149,10/30/2025,12,29.95,5/31/2024
OFF-AR-10001149,10/30/2026,12,29.95,5/31/2024
OFF-AR-10001149,8/30/2024,22,54.9,5/31/2024
OFF-AR-10001149,6/30/2027,9,22.46,5/31/2024
OFF-AR-10001149,5/30/2026,0,0,5/31/2024
OFF-AR-10001149,5/30/2026,0,0,5/31/2024
OFF-AR-10001149,5/30/2024,0,0,5/31/2024
OFF-AR-10001149,5/30/2026,0,0,5/31/2024
OFF-AR-10001149,5/30/2024,0,0,5/31/2024
OFF-AR-10001149,5/30/2024,0,0,5/31/2024
OFF-AR-10001149,5/30/2026,0,0,5/31/2024
OFF-AR-10001149,5/30/2025,0,0,5/31/2024
OFF-AR-10001149,5/30/2026,0,0,5/31/2024
OFF-AR-10001149,5/30/2024,0,0,5/31/2024
OFF-AR-10001149,5/30/2024,0,0,5/31/2024
OFF-AR-10001149,5/30/2025,0,0,5/31/2024
OFF-AR-10001149,5/30/2026,0,0,5/31/2024
OFF-AR-10001149,5/30/2025,0,0,5/31/2024
OFF-AR-10001149,5/30/2025,0,0,5/31/2024
OFF-AR-10001149,5/30/2024,0,0,5/31/2024
OFF-AR-10001149,5/30/2025,0,0,5/31/2024
OFF-AR-10001149,5/30/2026,0,0,5/31/2024
OFF-AR-10001149,5/30/2027,0,0,5/31/2024
OFF-AR-10001149,5/2/2026,0,0,5/31/2024
OFF-AR-10001149,5/3/2026,0,0,5/31/2024
OFF-AR-10001149,5/30/2025,0,0,5/31/2024
OFF-AR-10001149,5/30/2026,0,0,5/31/2024
OFF-AR-10001149,5/6/2026,0,0,5/31/2024
OFF-AR-10001149,5/6/2027,0,0,5/31/2024
OFF-AR-10001149,5/6/2025,0,0,5/31/2024
OFF-AR-10001149,5/7/2024,0,0,5/31/2024
OFF-AR-10001149,5/7/2026,0,0,5/31/2024
OFF-AR-10001149,5/30/2024,0,0,5/31/2024
OFF-AR-10001149,5/7/2027,0,0,5/31/2024
OFF-AR-10001149,5/30/2025,0,0,5/31/2024
OFF-AR-10001149,5/7/2024,0,0,5/31/2024
OFF-AR-10001149,6/30/2025,0,0,5/31/2024
OFF-AR-10001149,5/8/2026,0,0,5/31/2024
OFF-AR-10001149,5/8/2025,0,0,5/31/2024
OFF-AR-10001149,5/9/2026,0,0,5/31/2024
OFF-AR-10001149,5/9/2027,0,0,5/31/2024
OFF-AR-10001149,10/30/2027,0,0,5/31/2024
OFF-AR-10001149,5/30/2026,0,0,5/31/2024
OFF-AR-10001149,5/30/2026,0,0,5/31/2024
OFF-AR-10001149,5/30/2025,0,0,5/31/2024
OFF-AR-10001149,6/30/2024,0,0,5/31/2024
OFF-AR-10001149,5/30/2024,0,0,5/31/2024
OFF-AR-10001149,5/13/2024,0,0,5/31/2024
OFF-AR-10001149,5/13/2024,0,0,5/31/2024
OFF-AR-10001149,5/30/2025,0,0,5/31/2024
OFF-AR-10001149,5/30/2027,0,0,5/31/2024
OFF-AR-10001149,5/30/2025,0,0,5/31/2024
OFF-AR-10001149,5/16/2027,0,0,5/31/2024
OFF-AR-10001149,5/17/2026,0,0,5/31/2024
OFF-AR-10001149,5/30/2024,0,0,5/31/2024
OFF-AR-10001149,5/17/2026,0,0,5/31/2024
OFF-AR-10001149,6/30/2027,0,0,5/31/2024
OFF-AR-10001149,9/30/2024,0,0,5/31/2024
OFF-AR-10001149,5/18/2025,0,0,5/31/2024
OFF-AR-10001149,5/20/2027,0,0,5/31/2024
OFF-AR-10001149,5/20/2024,0,0,5/31/2024
OFF-AR-10001149,5/21/2026,0,0,5/31/2024
OFF-AR-10001149,5/21/2024,0,0,5/31/2024
OFF-AR-10001149,5/21/2027,0,0,5/31/2024
OFF-AR-10001149,5/21/2026,0,0,5/31/2024
OFF-AR-10001149,5/21/2026,0,0,5/31/2024
OFF-AR-10001149,6/30/2025,0,0,5/31/2024
OFF-AR-10001149,5/30/2027,0,0,5/31/2024
OFF-AR-10001149,4/30/2024,0,0,5/31/2024
OFF-AR-10001149,5/22/2026,0,0,5/31/2024
OFF-AR-10001149,5/22/2027,0,0,5/31/2024
OFF-AR-10001149,5/24/2027,0,0,5/31/2024
OFF-AR-10001149,5/24/2027,0,0,5/31/2024
OFF-AR-10001149,10/30/2024,0,0,5/31/2024
OFF-AR-10001149,5/24/2027,0,0,5/31/2024
OFF-AR-10001149,5/24/2026,0,0,5/31/2024
OFF-AR-10001149,10/30/2026,0,0,5/31/2024
OFF-AR-10001149,5/26/2025,0,0,5/31/2024
OFF-AR-10001149,5/26/2025,0,0,5/31/2024
OFF-AR-10001149,5/27/2025,0,0,5/31/2024
OFF-AR-10001149,5/28/2024,0,0,5/31/2024
OFF-AR-10001149,5/28/2024,0,0,5/31/2024
OFF-AR-10001149,5/28/2026,0,0,5/31/2024
OFF-AR-10001149,5/29/2026,0,0,5/31/2024
OFF-AR-10001149,5/29/2025,0,0,5/31/2024
OFF-AR-10001149,6/30/2027,0,0,5/31/2024
OFF-AR-10001149,6/30/2027,0,0,5/31/2024
OFF-AR-10001149,5/30/2027,0,0,5/31/2024
OFF-AR-10001149,6/30/2025,0,0,5/31/2024
OFF-AR-10001149,6/30/2025,0,0,5/31/2024
OFF-AR-10001149,6/1/2025,0,0,5/31/2024
OFF-AR-10001149,6/3/2024,0,0,5/31/2024
OFF-AR-10001149,6/30/2024,0,0,5/31/2024
OFF-AR-10001149,6/3/2026,0,0,5/31/2024
OFF-AR-10001149,6/30/2024,0,0,5/31/2024
OFF-AR-10001149,6/30/2025,0,0,5/31/2024
OFF-AR-10001149,6/4/2025,0,0,5/31/2024
OFF-AR-10001149,6/30/2027,0,0,5/31/2024
OFF-AR-10001149,6/6/2025,0,0,5/31/2024
OFF-AR-10001149,6/6/2027,0,0,5/31/2024
OFF-AR-10001149,6/7/2027,0,0,5/31/2024
OFF-AR-10001149,6/8/2027,0,0,5/31/2024
OFF-AR-10001149,6/8/2024,0,0,5/31/2024
OFF-AR-10001149,6/8/2025,0,0,5/31/2024
OFF-AR-10001149,6/13/2027,0,0,5/31/2024
OFF-AR-10001149,6/30/2025,0,0,5/31/2024
OFF-AR-10001149,6/13/2026,0,0,5/31/2024
OFF-AR-10001149,6/14/2025,0,0,5/31/2024
OFF-AR-10001149,6/14/2026,0,0,5/31/2024
OFF-AR-10001149,6/14/2025,0,0,5/31/2024
OFF-AR-10001149,6/14/2026,0,0,5/31/2024
OFF-AR-10001149,6/30/2024,0,0,5/31/2024
OFF-AR-10001149,6/15/2024,0,0,5/31/2024
OFF-AR-10001149,6/15/2024,0,0,5/31/2024
OFF-AR-10001149,6/15/2025,0,0,5/31/2024
OFF-AR-10001149,6/15/2024,0,0,5/31/2024
OFF-AR-10001149,6/15/2025,0,0,5/31/2024
OFF-FA-10002988,9/30/2025,0,0,5/31/2024
OFF-FA-10002988,5/2/2024,0,0,5/31/2024
OFF-FA-10002988,5/3/2027,0,0,5/31/2024
OFF-FA-10002988,5/3/2027,0,0,5/31/2024
OFF-FA-10002988,5/4/2026,0,0,5/31/2024
OFF-FA-10002988,5/7/2027,0,0,5/31/2024
OFF-FA-10002988,5/7/2027,0,0,5/31/2024
OFF-FA-10002988,5/9/2026,0,0,5/31/2024
OFF-FA-10002988,5/9/2026,0,0,5/31/2024
OFF-FA-10002988,5/30/2027,0,0,5/31/2024
OFF-FA-10002988,6/30/2026,0,0,5/31/2024
OFF-FA-10002988,5/13/2024,0,0,5/31/2024
OFF-FA-10002988,9/30/2026,0,0,5/31/2024
OFF-FA-10002988,5/30/2024,0,0,5/31/2024
OFF-FA-10002988,5/17/2027,0,0,5/31/2024
OFF-FA-10002988,5/21/2026,0,0,5/31/2024
OFF-FA-10002988,5/22/2027,0,0,5/31/2024
OFF-FA-10002988,5/22/2024,0,0,5/31/2024
OFF-FA-10002988,5/24/2027,0,0,5/31/2024
OFF-FA-10002988,5/25/2025,0,0,5/31/2024
OFF-FA-10002988,5/30/2025,0,0,5/31/2024
OFF-FA-10002988,6/30/2024,0,0,5/31/2024
OFF-FA-10002988,5/27/2027,0,0,5/31/2024
OFF-FA-10002988,5/31/2027,0,0,5/31/2024
OFF-FA-10002988,5/30/2024,0,0,5/31/2024
OFF-FA-10002988,6/3/2024,0,0,5/31/2024
OFF-FA-10002988,6/30/2024,0,0,5/31/2024
OFF-FA-10002988,6/7/2026,0,0,5/31/2024
OFF-FA-10002988,6/30/2026,0,0,5/31/2024
OFF-FA-10002988,6/14/2027,0,0,5/31/2024
OFF-FA-10002988,6/14/2025,0,0,5/31/2024
OFF-FA-10002988,6/15/2027,0,0,5/31/2024
OFF-FA-10002988,6/18/2024,0,0,5/31/2024
OFF-BI-10004781,2/28/2027,604,"1,214.91",5/31/2024
OFF-BI-10004781,2/28/2025,432,868.94,5/31/2024
OFF-BI-10004781,2/28/2027,6,12.07,5/31/2024
OFF-BI-10004781,2/28/2026,6,12.07,5/31/2024
OFF-BI-10004781,2/28/2026,24,48.27,5/31/2024
OFF-BI-10004781,2/28/2027,12,24.14,5/31/2024
OFF-BI-10004781,6/30/2026,10,20.11,5/31/2024
OFF-BI-10004781,6/30/2024,13,26.15,5/31/2024
OFF-BI-10004781,6/6/2025,5,10.06,5/31/2024
OFF-BI-10004781,6/30/2024,6,12.07,5/31/2024
OFF-BI-10004781,6/30/2024,6,12.07,5/31/2024
OFF-BI-10004781,6/30/2027,18,36.21,5/31/2024
OFF-BI-10004781,5/1/2026,0,0,5/31/2024
OFF-BI-10004781,5/2/2024,0,0,5/31/2024
OFF-BI-10004781,5/30/2027,0,0,5/31/2024
OFF-BI-10004781,5/3/2025,0,0,5/31/2024
OFF-BI-10004781,5/3/2027,0,0,5/31/2024
OFF-BI-10004781,5/3/2025,0,0,5/31/2024
OFF-BI-10004781,5/3/2027,0,0,5/31/2024
OFF-BI-10004781,5/4/2027,0,0,5/31/2024
OFF-BI-10004781,5/30/2025,0,0,5/31/2024
OFF-BI-10004781,6/30/2027,0,0,5/31/2024
OFF-BI-10004781,5/30/2027,0,0,5/31/2024
OFF-BI-10004781,5/6/2025,0,0,5/31/2024
OFF-BI-10004781,5/7/2026,0,0,5/31/2024
OFF-BI-10004781,5/7/2025,0,0,5/31/2024
OFF-BI-10004781,5/8/2027,0,0,5/31/2024
OFF-BI-10004781,5/8/2025,0,0,5/31/2024
OFF-BI-10004781,5/9/2026,0,0,5/31/2024
OFF-BI-10004781,5/10/2024,0,0,5/31/2024
OFF-BI-10004781,6/30/2027,0,0,5/31/2024
OFF-BI-10004781,5/13/2027,0,0,5/31/2024
OFF-BI-10004781,5/16/2026,0,0,5/31/2024
OFF-BI-10004781,6/19/2026,0,0,5/31/2024
OFF-BI-10004781,9/30/2026,0,0,5/31/2024
OFF-BI-10004781,5/17/2025,0,0,5/31/2024
OFF-BI-10004781,5/18/2026,0,0,5/31/2024
OFF-BI-10004781,5/18/2024,0,0,5/31/2024
OFF-BI-10004781,6/30/2024,0,0,5/31/2024
OFF-BI-10004781,5/20/2026,0,0,5/31/2024
OFF-BI-10004781,5/20/2024,0,0,5/31/2024
OFF-BI-10004781,5/21/2027,0,0,5/31/2024
OFF-BI-10004781,6/2/2026,0,0,5/31/2024
OFF-BI-10004781,5/22/2026,0,0,5/31/2024
OFF-BI-10004781,5/22/2024,0,0,5/31/2024
OFF-BI-10004781,5/22/2027,0,0,5/31/2024
OFF-BI-10004781,6/30/2026,0,0,5/31/2024
OFF-BI-10004781,5/24/2026,0,0,5/31/2024
OFF-BI-10004781,5/24/2025,0,0,5/31/2024
OFF-BI-10004781,5/24/2027,0,0,5/31/2024
OFF-BI-10004781,5/30/2027,0,0,5/31/2024
OFF-BI-10004781,5/25/2025,0,0,5/31/2024
OFF-BI-10004781,5/25/2027,0,0,5/31/2024
OFF-BI-10004781,5/25/2027,0,0,5/31/2024
OFF-BI-10004781,5/25/2025,0,0,5/31/2024
OFF-BI-10004781,5/25/2026,0,0,5/31/2024
OFF-BI-10004781,1/30/2025,0,0,5/31/2024
OFF-BI-10004781,6/30/2026,0,0,5/31/2024
OFF-BI-10004781,10/30/2024,0,0,5/31/2024
OFF-BI-10004781,5/28/2025,0,0,5/31/2024
OFF-BI-10004781,5/28/2025,0,0,5/31/2024
OFF-BI-10004781,5/28/2025,0,0,5/31/2024
OFF-BI-10004781,6/30/2026,0,0,5/31/2024
OFF-BI-10004781,5/29/2027,0,0,5/31/2024
OFF-BI-10004781,6/30/2024,0,0,5/31/2024
OFF-BI-10004781,6/30/2027,0,0,5/31/2024
OFF-BI-10004781,5/30/2026,0,0,5/31/2024
OFF-BI-10004781,6/30/2024,0,0,5/31/2024
OFF-BI-10004781,6/1/2024,0,0,5/31/2024
OFF-BI-10004781,7/30/2024,0,0,5/31/2024
OFF-BI-10004781,6/30/2026,0,0,5/31/2024
OFF-BI-10004781,6/3/2024,0,0,5/31/2024
OFF-BI-10004781,6/3/2025,0,0,5/31/2024
OFF-BI-10004781,6/30/2025,0,0,5/31/2024
OFF-BI-10004781,6/6/2024,0,0,5/31/2024
OFF-BI-10004781,6/7/2024,0,0,5/31/2024
OFF-BI-10004781,6/30/2027,0,0,5/31/2024
OFF-BI-10004781,6/30/2024,0,0,5/31/2024
